faiss_row,logical_product_id,chunk_source,token_count,chunk_text
1426,P0696,platform_summary,180,"Name: Mineral Wear Diamond Bronzer
Brand: Physicians Formula
Category: Bronzer
Pros: glowy/radiant finish, smooth/creamy texture, blends easily, flattering/good shade match, long-lasting wear, natural-looking finish, strong pigmentation/color payoff, easy to apply/use, gentle/non-irritating, little/no scent
Cons: can cause breakouts, causes irritation/burning, difficult to blend, shade/color mismatch or inaccurate photos, too shiny/glittery
Best uses: bronzing/contouring, sensitive skin, cheeks/blush, alone instead of foundation, deep/dark skin tones, eyeshadow/eye looks, fair/light skin tones, highlighting, humid/hot weather"
1427,P0697,description,406,"Name: Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30
Brand: Physicians Formula
Category: Setting Spray & Powder
Description: Physicians Formula ultra-fine Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30 delivers impeccable coverage for a flawless airbrushed finish. Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage. Details Features Benefits Delivers impeccable coverage for a flawless airbrushed finish Visibly reduces the appearance of fine lines, wrinkles, pores and sun damage Smoothing, firming and lifting effect 16 hour airbrushing finish Buffing kabuki brush included For extra sensitive or breakout-prone skin Minimalist formula helps reduce irritation and breakouts Dermatologist approved Non-Comedogenic Hypoallergenic Fragrance free Paraben free How To Use Apply liberally 15 minutes before sun exposure. Use water resistant sunscreen if swimming or sweating. Reapply at least every 2 hours. Children under 6 months: Ask a doctor. Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a broad spectrum SPF of 15 or higher and other sun protection measures including: limit time in the sun, especially 10 a.m. - 2 p.m. Wear long-sleeve shirts, pants, hats, and sunglasses. Precautions: For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask doctor if rash occurs. Keep out of reach of children. If product is swallowed, get medical help or contact a Poison Control Center right away."
1428,P0697,platform_summary,180,"Name: Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30
Brand: Physicians Formula
Category: Setting Spray & Powder
Pros: natural-looking finish, hydrating/non-drying, gentle/non-irritating, good value/affordable, good/buildable coverage, long-lasting wear, smooth/creamy texture, strong pigmentation/color payoff
Cons: can cause breakouts, cakey finish, shade/color mismatch or inaccurate photos, causes irritation/burning, creases/settles into lines, drying/emphasizes dry patches, patchy/streaky finish, smudges/transfers/flakes
Best uses: sensitive skin, alone instead of foundation, covering redness, dry skin"
1429,P0698,description,165,"Name: Mineralize Blush
Brand: MAC
Category: Blush
Description: MAC Mineralize Blush is a baked mineral-infused blush that provides an exceptionally sheer application of luminous color. Details Benefits Formulated Without Dermatologist-tested Ophthalmologist-tested Does not cause acne Features M·A·C Multi-Mineral Complex Suitable for all skin types Phthalates Paraben Retinyl Palmitate Mineral Oil Petrolatum Formaldehyde Polyethylene Hydroquinone Triclosan Coal Tar Toluene Lauryl Sulfate Laureth Sulfate Oxybenzone How To Use Apply desired amount of product using the appropriate brush and blend evenly. Ingredients"
1430,P0698,platform_summary,95,"Name: Mineralize Blush
Brand: MAC
Category: Blush
Pros: natural-looking finish, glowy/radiant finish, long-lasting wear, flattering/good shade match, strong pigmentation/color payoff, blends easily
Cons: poor longevity, too shiny/glittery
Best uses: cheeks/blush, everyday wear, natural/light makeup looks, bronzing/contouring"
1431,P0699,description,173,"Name: Mineralize Skinfinish Highlight Face Powder
Brand: MAC
Category: Highlighter
Description: Mineralize Skinfinish Highlight Face Powder is a luxurious powder with M·A·C Multi-Mineral Complex that adds highlights to the face and body. Details Benefits Formulated Without Perfect for contouring face For a wide variety of skin tones Features M·A·C Multi-Mineral Complex Dermatologist-tested Ophthalmologist-tested Does not cause acne Phthalates Paraben Retinyl Palmitate Mineral Oil Petrolatum Formaldehyde Polyethylene Hydroquinone Triclosan Coal Tar Toluene Lauryl Sulfate Laureth Sulfate Oxybenzone How To Use Prep + Prime Fix+"
1432,P0699,platform_summary,133,"Name: Mineralize Skinfinish Highlight Face Powder
Brand: MAC
Category: Highlighter
Pros: natural-looking finish, smooth/creamy texture, glowy/radiant finish, flattering/good shade match, gentle/non-irritating, long-lasting wear
Cons: too shiny/glittery, shade/color mismatch or inaccurate photos
Best uses: highlighting, cheeks/blush, eyeshadow/eye looks, natural/light makeup looks, bronzing/contouring, everyday wear, fair/light skin tones, lips/lip color"
1433,P0700,description,181,"Name: Mineralize Skinfinish Natural Face Powder
Brand: MAC
Category: Setting Spray & Powder
Description: Mineralize Skinfinish Natural Face Powder is a slow-baked powder with M·A·C Multi-Mineral Complex that provides a natural, dimensional finish. Details Benefits Formulated Without Perfect for contouring face For a wide variety of skin tones Features M·A·C Multi-Mineral Complex Dermatologist-tested Ophthalmologist-tested Does not cause acne Phthalates Paraben Retinyl Palmitate Mineral Oil Petrolatum Formaldehyde Polyethylene Hydroquinone Triclosan Coal Tar Toluene Lauryl Sulfate Laureth Sulfate Oxybenzone How To Use Apply to face using a brush as desired."
1434,P0700,platform_summary,136,"Name: Mineralize Skinfinish Natural Face Powder
Brand: MAC
Category: Setting Spray & Powder
Pros: natural-looking finish, glowy/radiant finish, good/buildable coverage, convenient packaging/applicator, flattering/good shade match, good value/affordable, smooth/creamy texture, strong pigmentation/color payoff
Cons: cakey finish, drying/emphasizes dry patches, heavy/thick feel
Best uses: natural/light makeup looks, setting makeup, bronzing/contouring, everyday wear, fair/light skin tones, sensitive skin"
1435,P0701,description,354,"Name: Mini Bake & Set Soft-Focus Setting Powder
Brand: Morphe
Category: Setting Spray & Powder
Description: Set makeup for up to 16 hours of wear and minimize shine for up to 24 hours with Morphe's Bake & Set Setting Powder. This talc-free, lightweight, finely milled, silky loose powder sweeps on with an imperceptible, soft, natural finish, while smoothing pores and fine lines. Details Benefits Research Results Talc-free, lightweight, finely milled, silky loose powder Translucent shade gives a sheer, soft-focus finish Smooths pores & fine lines Does not crease or cake Available in mini, regular, & jumbo sizes for on-the-go or everyday artistry Sets makeup for up to 16 hours of wear* Minimizes shine for up to 24 hours* 96% agreed it improved the wear & appearance of makeup* 96% agreed it absorbed excess oil* 100% agreed it is lightweight, comfortable to wear & invisible upon application* 100% agreed it was smoothing* 93% agreed it reduced appearance of pores & fine lines* 90% agreed it did not crease or cake* *Based on a clinical study of 32 subjects when worn with foundation vs. when wearing foundation alone How To Use To set, apply the powder with a powder brush by tapping off excess, and then sweeping powder over the complexion. To bake, apply powder with a puff or damp beauty sponge by gently pressing and rolling onto the complexion."
1436,P0701,platform_summary,146,"Name: Mini Bake & Set Soft-Focus Setting Powder
Brand: Morphe
Category: Setting Spray & Powder
Pros: smooth/creamy texture, flattering/good shade match, lightweight feel, long-lasting wear, matte finish/oil control
Cons: causes irritation/burning, creases/settles into lines, drying/emphasizes dry patches, packaging/applicator problems
Best uses: oily skin, setting makeup, under-eye dark circles/brightening, bronzing/contouring, combination skin, deep/dark skin tones, everyday wear, humid/hot weather, long-wear events"
1437,P0702,description,215,"Name: Mini Bronze & Glow
Brand: NATASHA DENONA
Category: Highlighter
Description: A chic, travel-friendly duo of Natasha Denona's iconic GLOW EXTREME highlighter and a hydrating powder BLUSH in a rich bronze shade that can also be used as a contour. Details Features Shades A duo of Natasha's iconic Glow Extreme from the Diamond & Blush palette and her classic blush in a brand-new bronze shade. Glow Extreme is a multidimensional, sparkling, creamy powder highlight with a soft-focus, HD finish and a velvety-smooth texture. The blush has a silky and soft texture designed to give your skin a natural-look. How To Use Apply the Blush on the apples of the cheeks with a blush brush. Apply the Glow Extreme on the upper cheek bones with your finger or a highlighting brush."
1438,P0702,platform_summary,133,"Name: Mini Bronze & Glow
Brand: NATASHA DENONA
Category: Highlighter
Pros: glowy/radiant finish, natural-looking finish, flattering/good shade match, smooth/creamy texture, good value/affordable, long-lasting wear
Cons: cakey finish, causes irritation/burning, heavy/thick feel
Best uses: bronzing/contouring, cheeks/blush, travel/on-the-go touch-ups, highlighting, eyeshadow/eye looks, everyday wear, humid/hot weather, fair/light skin tones"
1439,P0703,description,330,"Name: Mini CC+ Cream with SPF 50+
Brand: IT Cosmetics
Category: BB & CC Creams
Description: Conscious Beauty at Ulta BeautyTM Give Back The IT Cosmetics Mini + Cream with SPF 50+ is your full-coverage foundation, hydrating and anti-aging serum, and broad-spectrum sunscreen all in one! Details Benefits Features Key Ingredients Multitasking CC cream provides all-in-one complexion perfection with a natural finish The 6 deepest shades are formulated with broad-spectrum clear SPF so there is no white cast left on skin after application. Full-coverage foundation Wrinkles Uneven skin tone Dark spots Hyaluronic Acid: Helps retain water to hydrate and visibly plump while minimizing the look of fine lines & wrinkles SPF 50+: Provides broad-spectrum sun protection How To Use Apply 1-2 pumps of CC+ Cream with SPF 50+ to clean skin using your favorite IT Cosmetics makeup brush. Can be used as your moisturizer, anti-aging serum, concealer, foundation and sunscreen, based on your coverage needs. For best results, apply a smooth, even layer to your face, neck, and décolleté for complexion perfection. Beauty tip: Focus on parts of your face that may need the most coverage first, such as under your eyes, around your nose and mouth, chin and center of forehead - all of which typically require color correction for acne or uneven skin tone."
1440,P0703,platform_summary,149,"Name: Mini CC+ Cream with SPF 50+
Brand: IT Cosmetics
Category: BB & CC Creams
Pros: good/buildable coverage, smooth/creamy texture, flattering/good shade match, lightweight feel, natural-looking finish
Cons: can cause breakouts, poor longevity, poor/insufficient coverage, shade/color mismatch or inaccurate photos, cakey finish, creases/settles into lines, heavy/thick feel, smudges/transfers/flakes
Best uses: humid/hot weather, mature skin, travel/on-the-go touch-ups, everyday wear, oily skin, setting makeup"
1441,P0704,description,405,"Name: Mini Continuous Setting Mist
Brand: Morphe
Category: Setting Spray & Powder
Description: Morphe's best-selling mist got a mini makeover with the Mini Continuous Setting Mist, which sets liquid or powder makeup with a radiant finish. Details Benefits Key Ingredients Research Results Original, best-selling formula Sets & enhances the look and performance of makeup Naturally radiant finish Infused with vitamin E, vitamin B5 & fruit extracts Continuous-powered spray results in an even & controlled application Vitamin E Vitamin B5 Fruit extracts 94% of users felt it enhanced the look and wear of makeup* 94% of users felt it helped makeup resist caking or fading* Increases the wear of foundation for up to 8 hours** *Based on a consumer study of 31 consumers after one week of use. **Based on an 8-hour clinical study of 31 consumers. How To Use With your selfie arm, hold 8 to 10 inches away and spritz evenly across the face as a last step to your makeup application. Dampen your beauty sponge or spray your brush before application for a radiant finish that stays all day. Pro Tips: Transform any shimmering eyeshadow pigment into a metallic-foil finish by loading eyeshadow onto a flat packing brush, then spraying a light amount of Continuous Setting Mist on top. Then, pack eyeshadow over eyelids. Amplify your highlight by applying a powder highlighter onto high points of the face such as the cheekbones, brow bone, nose, Cupid's bow and chin area. Then, mist a generous amount all over and apply another layer of highlighter. Seal the deal with a final spritz of setting mist."
1442,P0704,platform_summary,127,"Name: Mini Continuous Setting Mist
Brand: Morphe
Category: Setting Spray & Powder
Pros: glowy/radiant finish, long-lasting wear, natural-looking finish, hydrating/non-drying, matte finish/oil control, pleasant/subtle scent
Cons: heavy/thick feel, can cause breakouts, strong/unpleasant scent, smudges/transfers/flakes, too expensive/poor value
Best uses: dry skin, everyday wear, long-wear events, mature skin, setting makeup"
1443,P0705,description,329,"Name: Mini Filmstar Bronze & Glow
Brand: Charlotte Tilbury
Category: Highlighter
Description: Travel size compact of Charlotte Tilbury's iconic Filmstar Bronze & Glow contour and highlighter duo for filmstar cheekbones on the go! Details Benefits Features A luminous complexion is the perfect base for your makeup look, so a gorgeous glow is vital! The bronzer is a blend of pearl and pigment to help contour your face and mimic that sun-kissed skin. The highlighter has a golden base to universally flatter any skin tone, with Light Flex Technology to capture and reflect light just where you want it. Color-rich pigments are rolled into elastomer pearls that smooth and buff onto your skin for a blendable and even coverage. Ideal for fair to medium skin tones who want subtle yet buildable color. Housed in a stunning mini compact, inspired by old Hollywood glamour, it's the perfect gift for contour queens and lovers of Charlotte's original Filmstar Bronze & Glow! How To Use Apply the 'Sculpt' shade to the areas you want to define - the hollows of your cheeks, the temples, jawline, the sides and tip of your nose. Apply the 'Highlight' shade on top of your cheekbones, down the centre of your nose, your Cupid bow and the brow bone for a candlelit complexion."
1444,P0705,platform_summary,90,"Name: Mini Filmstar Bronze & Glow
Brand: Charlotte Tilbury
Category: Highlighter
Pros: natural-looking finish, blends easily, glowy/radiant finish, flattering/good shade match
Cons: too shiny/glittery
Best uses: bronzing/contouring, highlighting, fair/light skin tones, cheeks/blush, natural/light makeup looks"
1445,P0706,description,75,"Name: Mini Gently Off Wipes + Micellar Water
Brand: MAC
Category: Makeup Remover
Description: MAC Mini Gently Off Wipes + Micellar Water are biodegradable* wipes that remove makeup, cleanse, balance and hydrate. Soap- and alcohol-free. Appropriate for sensitive skin."
1446,P0706,platform_summary,157,"Name: Mini Gently Off Wipes + Micellar Water
Brand: MAC
Category: Makeup Remover
Pros: removes makeup effectively, resists smudging/transfer, hydrating/non-drying, gentle/non-irritating, removes waterproof makeup, smooth/creamy texture, glowy/radiant finish, good value/affordable, long-lasting wear, pleasant/subtle scent
Cons: causes irritation/burning, drying/emphasizes dry patches, can cause breakouts, does not remove makeup effectively, poor longevity, strong/unpleasant scent, too expensive/poor value
Best uses: removing waterproof makeup"
1447,P0707,description,368,"Name: Mini Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25
Brand: Smashbox
Category: Tinted Moisturizer
Description: Primer-infused for all-day wear & a healthy glow, this SPF tinted moisturizer gives you lightweight, natural-looking dewy coverage that hydrates skin for up to 24 hours. Smashbox Mini Halo Healthy Glow Tinted Moisturizer is a breathable, oil-free formula that primes & perfects in one step. Details Benefits Key Ingredients Formulated Without Infused with primer for all-day, comfortable wear Moisturizes skin for up to 24 hours Lightweight, natural-looking coverage that still looks like skin Does not strip skin's moisture barrier Moisturizes, conditions and protects SPF 25 for everyday protection against environmental aggressors, sun damage & against future visible signs of aging Oil-free, made for all skin types & won't cause breakouts Sweat & humidity-resistant Won't crease, cake or settle into fine lines Cruelty free SPF 25: Protects against environmental aggressors and sun damage Hyaluronic Acid: Moisturizes for up to 24 hours to help plump and promote supple skin Rose extract, niacinamide, goji berries, gold, and peptides Alcohol Parabens Sulfates - Sodium Lauryl Sulfate/Sodium Laureth Sulfate (SLS & SLES) Phthalates Oil Animal or animal derived ingredients & byproducts How To Use Studio Tip: Use it as a tinted primer or layer under powder or foundation."
1448,P0707,platform_summary,201,"Name: Mini Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25
Brand: Smashbox
Category: Tinted Moisturizer
Pros: glowy/radiant finish, good/buildable coverage, natural-looking finish, flattering/good shade match, long-lasting wear, hydrating/non-drying, does not emphasize lines/wrinkles, gentle/non-irritating, smooth/creamy texture
Cons: heavy/thick feel, poor/insufficient coverage, shade/color mismatch or inaccurate photos, can cause breakouts, causes irritation/burning, patchy/streaky finish
Best uses: sensitive skin, humid/hot weather, combination skin, everyday wear, covering blemishes/dark spots, mature skin, travel/on-the-go touch-ups, under-eye dark circles/brightening"
1449,P0708,description,365,"Name: Mini Hollywood Blush & Glow Palette
Brand: Charlotte Tilbury
Category: Highlighter
Description: Charlotte Tilbury's Mini Hollywood Blush & Glow Palette is a pocket-size blush and highlighter palette for glowing, lifted-looking skin and pretty, blushed cheeks. Details Key Ingredients Features Formulated Without Silky Squalane: Glides onto skin for an even glow that is never patchy, dry, or cakey. Smoothing Emollients: Perfect and hydrate the skin for a visibly smooth texture. Housed in a stunning mini compact inspired by Old Hollywood glamour, it's the perfect duo for a red-carpet-ready look. Blush is easy to blend and build for the perfect, healthy, even glow. Hollywood Glow Glide Highlighter gives skin an instant, skin-perfecting filter. Parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. These products are also cruelty-free. How To Use Swipe the blush shade from the apples of the cheeks up and along the cheekbones for a pop of color. Glide the highlighter shade along the cheekbones, temples, jawline, brow bone, Cupid's bow, and across the décolletage to achieve a glowing, defined-looking facial framework in seconds."
1450,P0708,platform_summary,137,"Name: Mini Hollywood Blush & Glow Palette
Brand: Charlotte Tilbury
Category: Highlighter
Pros: long-lasting wear, strong pigmentation/color payoff, flattering/good shade match, glowy/radiant finish, blends easily, good value/affordable, natural-looking finish
Cons: poor longevity, can cause breakouts, patchy/streaky finish
Best uses: cheeks/blush, highlighting, acne-prone skin, alone instead of foundation, fair/light skin tones, oily skin, travel/on-the-go touch-ups"
1451,P0709,description,333,"Name: Mini Laguna Bronzer Powder Talc-Free
Brand: NARS
Category: Bronzer
Description: Conscious Beauty at Ulta BeautyTM Clean Ingredients NARS Mini Laguna Bronzing Powder creates instant warmth and a long-wearing natural glow, in five talc-free and travel-friendly shades. Details Benefits Features Five travel sized bronze shades can be used to contour, sculpt, or enhance the look of skin Finely milled, talc-free powders blend color seamlessly, and translucent micro-spheres smooth skin texture for a perfected complexion Silky pigments deliver instant, long-lasting warmth with all-day comfort Talc-free Natural finish Long-lasting For all skin tones Travel-Size How To Use To create soft, all-over warmth, swirl Laguna Bronzing Powder onto the apples of cheeks, blending outwards and upwards along the cheekbones. Sweep a small amount across the forehead and bridge of the nose for an additional sunkissed look. For a contoured effect, apply Laguna Bronzing Powder one to two shades deeper than the natural skin tone in the hollows of the cheekbones and jawline. Use remaining pigment to blend onto the neck and décolleté to prevent lines ofdemarcation. Apply in a circular motion, continuously buffing and blending, to avoid harsh lines."
1452,P0709,platform_summary,124,"Name: Mini Laguna Bronzer Powder Talc-Free
Brand: NARS
Category: Bronzer
Pros: natural-looking finish, glowy/radiant finish, flattering/good shade match, smooth/creamy texture, blends easily, long-lasting wear, easy to apply/use
Cons: patchy/streaky finish, cakey finish
Best uses: bronzing/contouring, humid/hot weather, everyday wear, fair/light skin tones, alone instead of foundation, cheeks/blush, eyeshadow/eye looks"
1453,P0710,description,200,"Name: Mini MAC Prep + Prime Fix+ Primer and Setting Spray
Brand: MAC
Category: Setting Spray & Powder
Description: M·A·C's Mini MAC Prep + Prime Fix+ Primer and Setting Spray is a lightweight water mist that gently soothes and refreshes skin and finishes makeup. Details Benefits Formulated Without Primes Sets makeup Improves the quality of makeup wear for up to 12 hours Keeps makeup looking fresh for up to 12 hours Immediately moisturizes skin Instantly soothes skin via hydration Delivers an all-over hydrating glow Suitable for all skin types Alcohol-free Oil Formaldehyde Hydroquinone Triclosan Coal Tar Toluene Sodium Laureth Sulfate Gluten Phthalate Paraben Mineral Oil Petrolatum Polyethylene Lauryl Sulfate Oxybenzone How To Use"
1454,P0710,platform_summary,69,"Name: Mini MAC Prep + Prime Fix+ Primer and Setting Spray
Brand: MAC
Category: Setting Spray & Powder
Pros: good/buildable coverage, removes makeup effectively
Cons: can cause breakouts, causes irritation/burning
Best uses: cheeks/blush, setting makeup"
1455,P0711,description,440,"Name: Mini NUDEFIX Cream Concealer
Brand: NUDESTIX
Category: Concealer
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back NUDESTIX's Mini NUDEFIX Cream Concealer is a long wear, buildable sheer-to-medium cream concealer formulated with Korean innovative skin-loving botanicals that minimize texture and is vegan-powered to help balance the skin's microbiome. Details Features Key Ingredients Formulated Without Lightweight, skincare infused concealer with buildable coverage ""Fixes"" onto skin to cover undereye darkness, spots, blemishes & redness and is specially formulated for all skin types Super-gel technology hugs & moves with your skin Microbiome technology can increase skin barrier function, which further reduces skin abnormalities & increases moisture in the skin Never cakey, never drying & always looks like nude skin Cruelty-free Sweet Berry helps reduce the appearance of redness (by 76% after 56 days), irritation & inflammation; helps brighten skin with natural, gentle AHA Articum Lappa Root Extract balances skin microbiome & keeps skin healthy by protecting it from harmful bacteria and generating important nutrients, enzymes, and lipids for skin's function Hyaluronic acid, naturally found in the skin, aids in hydrating & plumping as well as acts as an antioxidant for the skin Super-Gel technology smooths the appearance of lines & smooths texture Flexible powder-gel is lightweight on skin, absorbs oil and sebum & prevents oxidation; creates a long wearing polymer-free film Parabens Sulfates Phthalates Gluten Fragrance How To Use Dot and dab onto eyes and face wherever needed using applicator, fingers or brush and blend. Layer and pat to build extra coverage where needed."
1456,P0711,platform_summary,57,"Name: Mini NUDEFIX Cream Concealer
Brand: NUDESTIX
Category: Concealer
Pros: good value/affordable, blends easily
Cons: poor/insufficient coverage
Best uses: combination skin, professional/MUA kit"
1457,P0712,description,196,"Name: Mini PRIME TIME Original Pore-Minimizing Primer
Brand: bareMinerals
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back bareMinerals Mini PRIME TIME Original Pore-Minimizing Primer extends makeup wear, minimizes the look of pores, and blurs visible imperfections for a naturally filtered effect. Details Features Key Ingredients Formulated Without Preps skin for makeup and improves the look of bare skin* Bochu Leaf Extract: helps to minimize the look of pores and balance sebum Clean: Formulated without gluten, PEGs, parabens, formaldehyde, SLS, synthetic fragrance, tree nuts and more How To Use Apply a small amount to your entire face after skincare and allow primer to dry down before foundation."
1458,P0712,platform_summary,129,"Name: Mini PRIME TIME Original Pore-Minimizing Primer
Brand: bareMinerals
Category: Face Primer
Pros: smooth/creamy texture, easy to apply/use, long-lasting wear
Cons: can cause breakouts, patchy/streaky finish, causes irritation/burning, drying/emphasizes dry patches, heavy/thick feel, oxidizes/changes color, poor longevity, shade/color mismatch or inaccurate photos
Best uses: acne-prone skin, oily skin, sensitive skin"
1459,P0713,description,240,"Name: Mini Pure Canvas Primer Blurring
Brand: Laura Mercier
Category: Face Primer
Description: Laura Mercier's Pure Canvas Primer Blurring smoothes skin for even makeup application and visibly reduces the appearance of pores instantly and over time. Details Benefits Features Key Ingredients Extends makeup wear 12+ hours Blurs & refines skin: Visibly reduces the appearance of pores & refines skin's texture instantly and overtime Over 85% skincare ingredients Creates a blurring effect on skin All-day shine control: 94% of consumers agree this primer helped skin stay oil & shine-free all day* *After 3 weeks of consumer testing, 30 women Red Clover flower extract: Controls oil while actively decreasing the appearance of pore size over time Skin Perfecting Complex: An exclusive blend of rose extracts that work to moisturize, protect & smooth skin How To Use Apply after skincare. Gently massage a dime-sized amount onto skin with fingertips. Follow with Tinted Moisturizer or Foundation."
1460,P0714,description,390,"Name: Mini Radiant Creamy Concealer
Brand: NARS
Category: Concealer
Description: Conscious Beauty at Ulta BeautyTM Clean Ingredients NARS Mini Radiant Creamy Concealer is an award-winning concealer that corrects, contours, highlights, and perfects up to 16 hours. Details Benefits Features Key Ingredients 16-Hour Wear: Radiant Creamy Concealer delivers long-lasting, 16 hour wear Corrects Imperfections: Unique powders even skin tone and provide invisible skin correction so skin looks radiant, fresh and natural Travel Friendly: Correct and perfect on-the-go with mini size Mini size Medium, buildable coverage Long-lasting, radiant finish For all skin types No alcohol, parabens or fragrance Dermatologist tested Ophthalmologist tested Non-comedogenic Mineral Tone Balancing Powder works to optically correct, not mask, imperfections. Light-Diffusing Mineral Powder reduces the appearance of fine lines and wrinkles and helps even out skin tone. Multi-Active Botanical Blend, including Magnolia Bark Extract, Grape Seed Extract and Vitamin E, hydrates, firms, reduces redness and strengthens the skin by helping its barrier retain vital moisture. Delivers essential antioxidant protection to help protect skin against damaging free radicals. How To Use Can be applied directly from the applicator, with fingertips, or brush. As a highlighter, select 1-3 shades lighter than the concealer shade and place on high points of the face. To add contour and dimension, apply concealer in the hollows of the cheeks, on temples, along the hairline and jawline."
1461,P0714,platform_summary,180,"Name: Mini Radiant Creamy Concealer
Brand: NARS
Category: Concealer
Pros: smooth/creamy texture, good/buildable coverage, long-lasting wear, natural-looking finish, blends easily, glowy/radiant finish, convenient packaging/applicator, does not emphasize lines/wrinkles, easy to apply/use, flattering/good shade match
Cons: creases/settles into lines, heavy/thick feel, cakey finish, poor longevity, difficult to blend, drying/emphasizes dry patches, smudges/transfers/flakes, oxidizes/changes color
Best uses: combination skin, covering blemishes/dark spots, everyday wear, setting makeup, under-eye dark circles/brightening"
1462,P0715,description,436,"Name: Mini Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30
Brand: Laura Mercier
Category: Tinted Moisturizer
Description: The Mini Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30 is Laura Mercier's skin-perfecting secret to a flawless, dewy, no-makeup-makeup look. This multitasking blend of skincare and makeup blurs imperfections, with a sheer hint of coverage. Details Benefits Key Ingredients Perfect your skin with a sheer hint of coverage for an effortless no-makeup makeup dewy finish The perfect blend of skincare & makeup improves your skin over time with a hydrating complex made up of Macadamia & Kukui seed oils that helps increase the skin's moisture levels long-term for 24 hours of hydration, while reducing the signs of visibly dry skin Lightweight formula, infused with Tamarind seed extract, helps skin retain moisture to prevent water evaporation, for long lasting hydration Broad Spectrum SPF 30 UVB/UVA sunscreen plus a power-blend of antioxidant vitamins C & E help protect skin from the damaging effects of the environment Macadamia & Kukui seed oils to support healthy skin function Tamarind seed extract to lock in moisture & give enhanced antioxidant protection Silica treated pigments helps create a soft focus effect for a naturally dewy finish Glycerin to soften fine lines, revitalizing hydration Vitamin complex of C & E to protect the skin from environmental agressors Broad spectrum SPF 30 UVA/UVB sunscreen for ideal protection from the sun's harmful, skin-damaging rays How To Use Place a small amount on the back of your hand and apply to face with a makeup sponge or with clean fingertips. Focus on one area at a time and blend well. For best results, use after your preferred Laura Mercier Foundation Primer (sold separately)."
1463,P0715,platform_summary,131,"Name: Mini Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30
Brand: Laura Mercier
Category: Tinted Moisturizer
Pros: flattering/good shade match, natural-looking finish, glowy/radiant finish, good/buildable coverage, smooth/creamy texture, blends easily, easy to apply/use
Cons: difficult to blend, heavy/thick feel, too shiny/glittery
Best uses: travel/on-the-go touch-ups, alone instead of foundation, covering blemishes/dark spots, mature skin"
1464,P0716,description,352,"Name: Mini Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20
Brand: Laura Mercier
Category: Tinted Moisturizer
Description: The Mini Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20 is Laura Mercier's skin-perfecting secret to a flawless, demi-matte, no-makeup-makeup look. This multitasking blend of skincare and makeup helps control shine and provides a sheer hint of coverage. Details Benefits Features Formulated Without Provides demi-matte, sheer coverage that instantly gives skin a soft-focus effect, all while providing a poreless look and blurring fine lines Perfect for normal to oily skin types Balances skin to prevent oil breakthrough Reduces the appearance of pores & improves look of skin texture Stays color-true; wears all day that makes skin look healthier with every application Lightweight, ultra-sensorial water-break cream provides the benefits of makeup, skincare & SPF in one step Provides even coverage & applies evenly Creates a soft-focus effect Lightweight/non-greasy hydration Skin looks smoother & healthier with every application Sulfates Oil Fragrance Antioxidants Talc-free How To Use Place a small amount on the back of your hand and apply to clean skin with fingertips. Mirror optional! For best results, use after your preferred Laura Mercier Pure Canvas Primer (sold separately). For extended wear, follow with Translucent Loose Setting Powder (sold separately)."
1465,P0716,platform_summary,95,"Name: Mini Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20
Brand: Laura Mercier
Category: Tinted Moisturizer
Pros: glowy/radiant finish, natural-looking finish
Cons: shade/color mismatch or inaccurate photos, drying/emphasizes dry patches, heavy/thick feel
Best uses: natural/light makeup looks, oily skin"
