query_id,logical_product_id,query_text,query_type,product_name,raw_response,relevance,justification,parse_status
35,P0319,Contouring product that does not become patchy or fade quickly,problem_or_negative_constraint,Double Take Freed Contour Stick,"{""relevance"": 3, ""justification"": ""The product is a contouring stick with a natural-looking, matte finish that blends easily and lasts all day, supporting the need for non-patchy, long-lasting contouring. No query-relevant contradictions exist in the evidence.""}",3,"The product is a contouring stick with a natural-looking, matte finish that blends easily and lasts all day, supporting the need for non-patchy, long-lasting contouring. No query-relevant contradictions exist in the evidence.",ok
10,P0639,Mattifying setting spray that lasts all day and controls shine,multiple_requirements,Make It Last Sunscreen - Sunscreen Setting Spray SPF 30,"{""relevance"": 1, ""justification"": ""The product offers long-lasting wear and controls shine but provides a dewy finish, contradicting the query's request for mattifying. The cons mention drying and emphasizing dry patches, which may support mattifying, but the finish is explicitly stated as subtle dewy, directly conflicting with the query's mattifying requirement.""}",1,"The product offers long-lasting wear and controls shine but provides a dewy finish, contradicting the query's request for mattifying. The cons mention drying and emphasizing dry patches, which may support mattifying, but the finish is explicitly stated as subtle dewy, directly conflicting with the query's mattifying requirement.",ok
14,P1193,Liquid foundation with a matte finish for oily skin,multiple_requirements,TruBlend Matte Made Liquid Foundation,"{""relevance"": 3, ""justification"": ""The product is a liquid foundation with a matte finish specifically designed for oily skin, as it absorbs excess oil and minimizes pore appearance. No query-relevant contradictions exist in the evidence.""}",3,"The product is a liquid foundation with a matte finish specifically designed for oily skin, as it absorbs excess oil and minimizes pore appearance. No query-relevant contradictions exist in the evidence.",ok
23,P0586,Cream bronzer that does not look muddy on fair skin,problem_or_negative_constraint,LES BEIGES Healthy Glow Bronzing Cream,"{""relevance"": 2, ""justification"": ""The product is a cream bronzer with a glowy, natural finish that blends well, supporting the core need. However, 'muddy' finish is not explicitly addressed, and 'fair skin' suitability is missing from evidence, making coverage of the query incomplete.""}",2,"The product is a cream bronzer with a glowy, natural finish that blends well, supporting the core need. However, 'muddy' finish is not explicitly addressed, and 'fair skin' suitability is missing from evidence, making coverage of the query incomplete.",ok
25,P0571,Affordable highlighter,single_property,Killawatt Freestyle Highlighter,"{""relevance"": 3, ""justification"": ""The product is a highlighter, affordable, and has good value/affordable in pros. No contradiction to query requirements; all explicit needs are affirmatively supported.""}",3,"The product is a highlighter, affordable, and has good value/affordable in pros. No contradiction to query requirements; all explicit needs are affirmatively supported.",ok
10,P0663,Mattifying setting spray that lasts all day and controls shine,multiple_requirements,Matte Finish Long Lasting Makeup Setting Spray Vegan Formula,"{""relevance"": 3, ""justification"": ""The product is a matte finish setting spray with long-lasting wear and shine control, directly supporting the query. No query-relevant contradiction exists in the evidence.""}",3,"The product is a matte finish setting spray with long-lasting wear and shine control, directly supporting the query. No query-relevant contradiction exists in the evidence.",ok
36,P0722,Contour for dark skin tones,single_property,ModCon Liquid-Gel Contour,"{""relevance"": 2, ""justification"": ""The product is a contouring product suitable for dark skin tones as stated in its description, but explicitly marketed for fair/light skin tones and beginners. This contradicts the query's focus on dark skin tones, making it only marginally relevant.""}",2,"The product is a contouring product suitable for dark skin tones as stated in its description, but explicitly marketed for fair/light skin tones and beginners. This contradicts the query's focus on dark skin tones, making it only marginally relevant.",ok
12,P1057,Something to stop my makeup from looking patchy,problem_or_negative_constraint,"Staysurance Water-Sealed, Zero Smudge Concealer","{""relevance"": 1, ""justification"": ""The product addresses patchiness by covering imperfections and dark circles, but cons explicitly state it 'creases into lines' and 'emphasizes dry patches,' directly contradicting the query's need to prevent patchy makeup. Coverage and texture issues undermine its ability to deliver a flawless, even look.""}",1,"The product addresses patchiness by covering imperfections and dark circles, but cons explicitly state it 'creases into lines' and 'emphasizes dry patches,' directly contradicting the query's need to prevent patchy makeup. Coverage and texture issues undermine its ability to deliver a flawless, even look.",ok
18,P0348,Hydrating liquid concealer with full coverage for dark circles,multiple_requirements,Even Better All-Over Primer and Color Corrector,"{""relevance"": 2, ""justification"": ""The product hydrates and neutralizes dark circles, supporting the core need, but it is a color corrector, not a liquid concealer, and lacks full coverage as required. Coverage is described as sheer to moderate, contradicting the query's 'full coverage' requirement.""}",2,"The product hydrates and neutralizes dark circles, supporting the core need, but it is a color corrector, not a liquid concealer, and lacks full coverage as required. Coverage is described as sheer to moderate, contradicting the query's 'full coverage' requirement.",ok
19,P1163,Concealer that does not crease,problem_or_negative_constraint,Travel Size Maracuja Creaseless Concealer,"{""relevance"": 1, ""justification"": ""The product is marketed as 'waterproof, anti-crease' and 'anti-crease formula', directly supporting the query. However, cons explicitly state 'creases/settles into lines' and 'difficult to blend', contradicting the claim. This contradiction undermines relevance despite positive claims.""}",1,"The product is marketed as 'waterproof, anti-crease' and 'anti-crease formula', directly supporting the query. However, cons explicitly state 'creases/settles into lines' and 'difficult to blend', contradicting the claim. This contradiction undermines relevance despite positive claims.",ok
23,P1212,Cream bronzer that does not look muddy on fair skin,problem_or_negative_constraint,Ultra Cream Bronzer,"{""relevance"": 3, ""justification"": ""The product is a cream bronzer with a creamy, blendable texture and a flattering shade match, directly supporting the query. No evidence contradicts the claim of not looking muddy on fair skin.""}",3,"The product is a cream bronzer with a creamy, blendable texture and a flattering shade match, directly supporting the query. No evidence contradicts the claim of not looking muddy on fair skin.",ok
37,P0779,Green color corrector to reduce redness,single_property,Peeper Correct Color Corrector,"{""relevance"": 3, ""justification"": ""The product is a green color corrector specifically designed to neutralize redness under the eyes. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,The product is a green color corrector specifically designed to neutralize redness under the eyes. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.,ok
46,P0086,Moisturizing BB cream with sheer coverage and SPF 30,multiple_requirements,BB Blur Tinted Moisturizer Broad Spectrum SPF 30 Sunscreen,"{""relevance"": 2, ""justification"": ""The product is a moisturizing BB cream with sheer coverage and SPF 30, affirming the central need. However, cons mention drying effects and shade mismatch, contradicting coverage and suitability for all skin types.""}",2,"The product is a moisturizing BB cream with sheer coverage and SPF 30, affirming the central need. However, cons mention drying effects and shade mismatch, contradicting coverage and suitability for all skin types.",ok
36,P1127,Contour for dark skin tones,single_property,Teint Idôle Ultra Wear All Over Concealer,"{""relevance"": 3, ""justification"": ""The product is a concealer that explicitly supports contouring and is described as having a matte finish suitable for dark skin tones. It includes a contouring use case with shade guidance (2-3 shades deeper than base), directly fulfilling the query's requirement.""}",3,"The product is a concealer that explicitly supports contouring and is described as having a matte finish suitable for dark skin tones. It includes a contouring use case with shade guidance (2-3 shades deeper than base), directly fulfilling the query's requirement.",ok
38,P0975,Peach color corrector for dark circles that is easy to blend,multiple_requirements,Shape Tape Corrector,"{""relevance"": 3, ""justification"": ""The product offers a peach shade specifically for neutralizing dark under-eye circles and is described as ultra-blendable. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,The product offers a peach shade specifically for neutralizing dark under-eye circles and is described as ultra-blendable. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.,ok
38,P0226,Peach color corrector for dark circles that is easy to blend,multiple_requirements,Chill Out Smoothing Color Corrector,"{""relevance"": 1, ""justification"": ""The product is peach-toned and addresses dark circles with easy blending, but cons explicitly state 'difficult to blend' and 'creases/settles into lines', contradicting the query's requirement for easy blendability.""}",1,"The product is peach-toned and addresses dark circles with easy blending, but cons explicitly state 'difficult to blend' and 'creases/settles into lines', contradicting the query's requirement for easy blendability.",ok
40,P0787,Product for covering rosacea,problem_or_negative_constraint,Photo Finish Correct Anti-Redness Primer,"{""relevance"": 3, ""justification"": ""The product explicitly targets redness and is formulated for rosacea/redness-prone skin. It neutralizes redness and calms irritation, directly addressing the query's central need with no contradictory evidence.""}",3,"The product explicitly targets redness and is formulated for rosacea/redness-prone skin. It neutralizes redness and calms irritation, directly addressing the query's central need with no contradictory evidence.",ok
13,P0044,Full-coverage foundation,single_property,All Nighter Liquid Full Coverage Foundation,"{""relevance"": 2, ""justification"": ""The product is a full-coverage liquid foundation with matte finish and oil control, supporting the query. However, cons mention poor longevity and cakey finish, contradicting the 'full-coverage' need for long-lasting wear.""}",2,"The product is a full-coverage liquid foundation with matte finish and oil control, supporting the query. However, cons mention poor longevity and cakey finish, contradicting the 'full-coverage' need for long-lasting wear.",ok
28,P0089,Something that brightens,broad_or_underspecified,Beam Bright Highlighter,"{""relevance"": 3, ""justification"": ""The product is a highlighter that provides a 'golden hour glow', directly supporting the query 'something that brightens'. No query-relevant contradictions exist in the evidence.""}",3,"The product is a highlighter that provides a 'golden hour glow', directly supporting the query 'something that brightens'. No query-relevant contradictions exist in the evidence.",ok
21,P1081,Matte bronzer,single_property,Sun Club Matt Bronzing Powder,"{""relevance"": 3, ""justification"": ""The product is a matte bronzer with a natural, sunkissed glow and mattifying finish, matching the query's core requirement. No query-relevant contradictions exist in the evidence.""}",3,"The product is a matte bronzer with a natural, sunkissed glow and mattifying finish, matching the query's core requirement. No query-relevant contradictions exist in the evidence.",ok
40,P0593,Product for covering rosacea,problem_or_negative_constraint,Light Illusion Full Coverage Concealer,"{""relevance"": 1, ""justification"": ""The concealer covers discoloration, supporting the central need, but contradicts the query by emphasizing drying and emphasizing dry patches, which can worsen rosacea. Also, cakey and patchy finishes are problematic for sensitive skin.""}",1,"The concealer covers discoloration, supporting the central need, but contradicts the query by emphasizing drying and emphasizing dry patches, which can worsen rosacea. Also, cakey and patchy finishes are problematic for sensitive skin.",ok
21,P0668,Matte bronzer,single_property,Matte Monoi Butter Bronzer,"{""relevance"": 3, ""justification"": ""The product is a matte bronzer with a creamy texture and water-resistant, matte finish, matching the query's core requirement. No query-relevant contradiction exists in the evidence.""}",3,"The product is a matte bronzer with a creamy texture and water-resistant, matte finish, matching the query's core requirement. No query-relevant contradiction exists in the evidence.",ok
13,P0267,Full-coverage foundation,single_property,Conceal & Define Full Coverage Foundation,"{""relevance"": 2, ""justification"": ""The product is a full-coverage foundation, supporting the central need. However, cons mention a cakey finish and poor longevity, contradicting the 'full-coverage' requirement for durability and smoothness.""}",2,"The product is a full-coverage foundation, supporting the central need. However, cons mention a cakey finish and poor longevity, contradicting the 'full-coverage' requirement for durability and smoothness.",ok
46,P0087,Moisturizing BB cream with sheer coverage and SPF 30,multiple_requirements,BB Cream SPF 20,"{""relevance"": 1, ""justification"": ""Product offers moisturizing and buildable coverage with SPF 20, but lacks SPF 30 and has a matte finish, contradicting the query's request for sheer coverage and SPF 30.""}",1,"Product offers moisturizing and buildable coverage with SPF 20, but lacks SPF 30 and has a matte finish, contradicting the query's request for sheer coverage and SPF 30.",ok
27,P0096,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Berry Pop Cheek Trio,"{""relevance"": 3, ""justification"": ""The product is a highlighter with a gel-to-powder formula that provides a smooth, high-shine radiance. It explicitly contains no chunky glitter, as per the ingredients list which lists only fine pigments and fillers, not glitter.""}",3,"The product is a highlighter with a gel-to-powder formula that provides a smooth, high-shine radiance. It explicitly contains no chunky glitter, as per the ingredients list which lists only fine pigments and fillers, not glitter.",ok
31,P0238,Makeup remover that does not sting or irritate my eyes,problem_or_negative_constraint,Clean Artiste Waterproof and Long Wearing Eye Makeup Remover,"{""relevance"": 1, ""justification"": ""The product is marketed as non-irritating and dermatologist/ophthalmologist-tested, supporting the query. However, cons explicitly state it 'causes irritation/burning,' directly contradicting the query requirement.""}",1,"The product is marketed as non-irritating and dermatologist/ophthalmologist-tested, supporting the query. However, cons explicitly state it 'causes irritation/burning,' directly contradicting the query requirement.",ok
36,P0226,Contour for dark skin tones,single_property,Chill Out Smoothing Color Corrector,"{""relevance"": 2, ""justification"": ""The product is a color corrector that neutralizes dark circles, supporting the core need for dark skin tone contouring. However, it is not a contour product and lacks explicit evidence of contouring function or shade specificity for dark skin tones.""}",2,"The product is a color corrector that neutralizes dark circles, supporting the core need for dark skin tone contouring. However, it is not a contour product and lacks explicit evidence of contouring function or shade specificity for dark skin tones.",ok
27,P0282,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Cookie Golden Pearl Powder Highlighter,"{""relevance"": 3, ""justification"": ""The product is a highlighter with a soft gold shimmer and described as superfine, directly addressing the need for no chunky glitter. No evidence contradicts the absence of chunky glitter.""}",3,"The product is a highlighter with a soft gold shimmer and described as superfine, directly addressing the need for no chunky glitter. No evidence contradicts the absence of chunky glitter.",ok
48,P1139,Something for oily skin,broad_or_underspecified,Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20,"{""relevance"": 3, ""justification"": ""The product is a tinted moisturizer formulated for normal to oily skin, offering oil control and a demi-matte finish. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,"The product is a tinted moisturizer formulated for normal to oily skin, offering oil control and a demi-matte finish. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.",ok
27,P0424,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Glow Tape Highlighter,"{""relevance"": 1, ""justification"": ""The product explicitly states it has 'no glitter' and uses 'diamond-infused' formula, supporting the 'no chunky glitter' requirement. However, cons mention 'too shiny/glittery', directly contradicting the query's requirement.""}",1,"The product explicitly states it has 'no glitter' and uses 'diamond-infused' formula, supporting the 'no chunky glitter' requirement. However, cons mention 'too shiny/glittery', directly contradicting the query's requirement.",ok
40,P0843,Product for covering rosacea,problem_or_negative_constraint,Power Plush Longwear Concealer,"{""relevance"": 2, ""justification"": ""The product covers redness and dark spots, supporting rosacea coverage. However, cons mention creasing and cakey finish, which may worsen rosacea symptoms, creating a contradiction.""}",2,"The product covers redness and dark spots, supporting rosacea coverage. However, cons mention creasing and cakey finish, which may worsen rosacea symptoms, creating a contradiction.",ok
32,P1121,I need a makeup remover for everyday use,broad_or_underspecified,Take The Day Off Cleansing Balm Makeup Remover Mini,"{""relevance"": 1, ""justification"": ""The product is a makeup remover and effective for everyday use, but cons directly contradict the query by stating it 'does not remove makeup effectively' and 'causes irritation,' which undermines the core requirement.""}",1,"The product is a makeup remover and effective for everyday use, but cons directly contradict the query by stating it 'does not remove makeup effectively' and 'causes irritation,' which undermines the core requirement.",ok
12,P0191,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Can't Stop Won't Stop 24HR Full Coverage Matte Concealer,"{""relevance"": 1, ""justification"": ""The product offers full coverage and a matte finish, which may help reduce patchiness, but explicitly contradicts the query with 'creases/settles into lines' and 'difficult to blend'—key issues for preventing patchy makeup.""}",1,"The product offers full coverage and a matte finish, which may help reduce patchiness, but explicitly contradicts the query with 'creases/settles into lines' and 'difficult to blend'—key issues for preventing patchy makeup.",ok
18,P0133,Hydrating liquid concealer with full coverage for dark circles,multiple_requirements,Boi-ing Cakeless Full Coverage Waterproof Liquid Concealer,"{""relevance"": 2, ""justification"": ""The product offers full coverage and hydrating properties that hide dark circles, supporting the central need. However, it is categorized as contouring, not a concealer specifically for dark circles, and cons mention cakey finish and drying, contradicting the hydrating, non-cakey requirement.""}",2,"The product offers full coverage and hydrating properties that hide dark circles, supporting the central need. However, it is categorized as contouring, not a concealer specifically for dark circles, and cons mention cakey finish and drying, contradicting the hydrating, non-cakey requirement.",ok
28,P0598,Something that brightens,broad_or_underspecified,Light Reflecting Eye Brightener,"{""relevance"": 3, ""justification"": ""The product explicitly brightens the undereye area for up to 24 hours with chromatic pearls and a luminous finish, directly addressing the query. No query-relevant contradiction exists in the evidence.""}",3,"The product explicitly brightens the undereye area for up to 24 hours with chromatic pearls and a luminous finish, directly addressing the query. No query-relevant contradiction exists in the evidence.",ok
32,P1120,I need a makeup remover for everyday use,broad_or_underspecified,Take The Day Off Charcoal Cleansing Balm Makeup Remover,"{""relevance"": 1, ""justification"": ""The product is a makeup remover and effective for everyday use, but cons directly contradict the query by stating it does not remove makeup effectively and causes irritation, drying, and residue—key requirements for daily use.""}",1,"The product is a makeup remover and effective for everyday use, but cons directly contradict the query by stating it does not remove makeup effectively and causes irritation, drying, and residue—key requirements for daily use.",ok
31,P0411,Makeup remover that does not sting or irritate my eyes,problem_or_negative_constraint,Gentle Eye Makeup Remover,"{""relevance"": 0, ""justification"": ""The product explicitly states it causes irritation and burning in cons, directly contradicting the query's requirement of not stinging or irritating eyes. This contradiction invalidates its relevance.""}",0,"The product explicitly states it causes irritation and burning in cons, directly contradicting the query's requirement of not stinging or irritating eyes. This contradiction invalidates its relevance.",ok
46,P1155,Moisturizing BB cream with sheer coverage and SPF 30,multiple_requirements,Travel Size BB Cream SPF 20,"{""relevance"": 1, ""justification"": ""Product offers moisturizing and lightweight buildable coverage with SPF 20, but lacks SPF 30 and has a matte finish, contradicting the query's request for sheer coverage and SPF 30.""}",1,"Product offers moisturizing and lightweight buildable coverage with SPF 20, but lacks SPF 30 and has a matte finish, contradicting the query's request for sheer coverage and SPF 30.",ok
34,P0966,Cool-toned contour for fair skin,multiple_requirements,Sculpt Tape Contour,"{""relevance"": 3, ""justification"": ""The product is a contouring product with licorice root and porcelain flower, which provide color correction and brightening—supporting cool-toned effects. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,"The product is a contouring product with licorice root and porcelain flower, which provide color correction and brightening—supporting cool-toned effects. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.",ok
22,P1091,Powder bronzer with a warm undertone for a sun-kissed look,multiple_requirements,Sunset Daze Matte Duo Bronzer,"{""relevance"": 3, ""justification"": ""The product is a powder bronzer with a warm undertone that adds warmth and dimension, supporting the sun-kissed look. No query-relevant contradictions exist in the evidence.""}",3,"The product is a powder bronzer with a warm undertone that adds warmth and dimension, supporting the sun-kissed look. No query-relevant contradictions exist in the evidence.",ok
43,P0203,Tinted moisturizer that doesn't clog pores or cause breakouts,problem_or_negative_constraint,CCC Clean Corrective with Vitamin C Tinted Moisturizer SPF 30,"{""relevance"": 3, ""justification"": ""The product is a tinted moisturizer and explicitly states it is non-comedogenic, directly addressing the query's need to avoid clogging pores or causing breakouts. No contradiction exists in the evidence regarding pore-clogging or breakouts.""}",3,"The product is a tinted moisturizer and explicitly states it is non-comedogenic, directly addressing the query's need to avoid clogging pores or causing breakouts. No contradiction exists in the evidence regarding pore-clogging or breakouts.",ok
16,P1032,Products for olive skin tone,broad_or_underspecified,Smooth Affair Facial Primer & Brightener,"{""relevance"": 2, ""justification"": ""The product supports a brightening and radiance function beneficial for olive skin tones, with Olive Leaf Extract promoting cell renewal. No explicit mention of shade or tone-specific formulation for olive skin, missing a key query requirement.""}",2,"The product supports a brightening and radiance function beneficial for olive skin tones, with Olive Leaf Extract promoting cell renewal. No explicit mention of shade or tone-specific formulation for olive skin, missing a key query requirement.",ok
14,P0097,Liquid foundation with a matte finish for oily skin,multiple_requirements,Beyond Matte Liquid Foundation,"{""relevance"": 3, ""justification"": ""The product is a liquid foundation with a semi-matte finish that reduces shine and is suitable for oily skin. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.""}",3,The product is a liquid foundation with a semi-matte finish that reduces shine and is suitable for oily skin. No query-relevant contradiction exists; all explicit requirements are affirmatively supported.,ok
19,P0906,Concealer that does not crease,problem_or_negative_constraint,PRO Soft Focus Longwear Concealer,"{""relevance"": 0, ""justification"": ""The product explicitly states it 'creases' and 'settles into lines', directly contradicting the query's requirement that the concealer does not crease.""}",0,"The product explicitly states it 'creases' and 'settles into lines', directly contradicting the query's requirement that the concealer does not crease.",ok
24,P1125,"Something for a glowy, natural tan",broad_or_underspecified,TANtalizer Buildable Bronzing Powder,"{""relevance"": 3, ""justification"": ""The product offers a glowy, natural tan effect with a radiant finish and natural-looking warmth, directly supporting the query. No query-relevant contradiction exists in the evidence.""}",3,"The product offers a glowy, natural tan effect with a radiant finish and natural-looking warmth, directly supporting the query. No query-relevant contradiction exists in the evidence.",ok
22,P1079,Powder bronzer with a warm undertone for a sun-kissed look,multiple_requirements,Sun Club Luminous Bronzing Powder,"{""relevance"": 2, ""justification"": ""The product is a bronzer with a luminous, sun-kissed finish and supports a natural, warm undertone look. However, cons mention poor pigmentation and shade mismatch, contradicting the need for a reliable warm undertone.""}",2,"The product is a bronzer with a luminous, sun-kissed finish and supports a natural, warm undertone look. However, cons mention poor pigmentation and shade mismatch, contradicting the need for a reliable warm undertone.",ok
12,P0285,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Correct & Transform,"{""relevance"": 1, ""justification"": ""The product claims to even skin tone and blend easily, supporting the need to prevent patchy makeup. However, cons explicitly state 'patchy/streaky finish', directly contradicting the query's requirement.""}",1,"The product claims to even skin tone and blend easily, supporting the need to prevent patchy makeup. However, cons explicitly state 'patchy/streaky finish', directly contradicting the query's requirement.",ok
12,P0843,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Power Plush Longwear Concealer,"{""relevance"": 2, ""justification"": ""The product blurs pores and texture and offers smooth, natural coverage, supporting the need to prevent patchy makeup. However, it creases into lines and has a cakey finish, contradicting the patchy appearance prevention goal.""}",2,"The product blurs pores and texture and offers smooth, natural coverage, supporting the need to prevent patchy makeup. However, it creases into lines and has a cakey finish, contradicting the patchy appearance prevention goal.",ok
33,P1261,Creamy contour stick,single_property,Wonder Stick Cream Blush Contour Stick,"{""relevance"": 3, ""justification"": ""The product is a creamy contour stick with two shades for blending and contouring, matching the query's core requirement. No contradiction exists in function, finish, or use case; all explicit query needs are affirmatively supported.""}",3,"The product is a creamy contour stick with two shades for blending and contouring, matching the query's core requirement. No contradiction exists in function, finish, or use case; all explicit query needs are affirmatively supported.",ok
21,P1125,Matte bronzer,single_property,TANtalizer Buildable Bronzing Powder,"{""relevance"": 3, ""justification"": ""The product is a bronzer with a matte finish, matching the query's explicit requirement. It offers a natural-looking warmth and is described as available in matte, satin, or high-shine finishes, affirming the matte finish. No contradiction exists in the evidence.""}",3,"The product is a bronzer with a matte finish, matching the query's explicit requirement. It offers a natural-looking warmth and is described as available in matte, satin, or high-shine finishes, affirming the matte finish. No contradiction exists in the evidence.",ok
38,P1218,Peach color corrector for dark circles that is easy to blend,multiple_requirements,Undereye Corrector,"{""relevance"": 3, ""justification"": ""The product explicitly addresses dark circles with a peach shade for greenish-brown discoloration and is described as easy to blend with finger application. No query-relevant contradiction exists.""}",3,The product explicitly addresses dark circles with a peach shade for greenish-brown discoloration and is described as easy to blend with finger application. No query-relevant contradiction exists.,ok
32,P0548,I need a makeup remover for everyday use,broad_or_underspecified,Invisible Matte Lip Makeup Remover,"{""relevance"": 0, ""justification"": ""The product is a lip-specific remover, not a general makeup remover for everyday use. The query requires a universal remover, which is not supported; the product's function and scope contradict the central need.""}",0,"The product is a lip-specific remover, not a general makeup remover for everyday use. The query requires a universal remover, which is not supported; the product's function and scope contradict the central need.",ok
13,P0138,Full-coverage foundation,single_property,Born This Way Natural Finish Longwear Liquid Foundation,"{""relevance"": 1, ""justification"": ""The product offers medium-to-full buildable coverage, supporting the full-coverage requirement. However, cons explicitly state 'poor/insufficient coverage' and 'patchy/streaky finish', contradicting the full-coverage need.""}",1,"The product offers medium-to-full buildable coverage, supporting the full-coverage requirement. However, cons explicitly state 'poor/insufficient coverage' and 'patchy/streaky finish', contradicting the full-coverage need.",ok
27,P0127,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Blushed Liquid Blushlighter,"{""relevance"": 1, ""justification"": ""The product is a highlighter with a shiny, glittery finish explicitly mentioned in cons, directly contradicting the query's requirement of no chunky glitter. While it is a highlighter with a radiant finish, the glittery texture undermines relevance.""}",1,"The product is a highlighter with a shiny, glittery finish explicitly mentioned in cons, directly contradicting the query's requirement of no chunky glitter. While it is a highlighter with a radiant finish, the glittery texture undermines relevance.",ok
39,P1218,Color corrector that does not dry out the under-eye area,problem_or_negative_constraint,Undereye Corrector,"{""relevance"": 3, ""justification"": ""The product explicitly addresses under-eye discoloration and delivers all-day moisture, directly supporting the query's need for a non-drying color corrector. No query-relevant contradiction exists in the evidence.""}",3,"The product explicitly addresses under-eye discoloration and delivers all-day moisture, directly supporting the query's need for a non-drying color corrector. No query-relevant contradiction exists in the evidence.",ok
11,P1145,Translucent setting powder that does not leave a white cast in photos,problem_or_negative_constraint,Translucent Loose Setting Powder Mini,"{""relevance"": 3, ""justification"": ""The product is translucent and provides a natural, matte finish without emphasizing lines or dryness. It does not leave a white cast, as evidenced by 'natural-looking finish' and 'does not emphasize lines/wrinkles'. No query-relevant contradiction exists.""}",3,"The product is translucent and provides a natural, matte finish without emphasizing lines or dryness. It does not leave a white cast, as evidenced by 'natural-looking finish' and 'does not emphasize lines/wrinkles'. No query-relevant contradiction exists.",ok
45,P0723,CC cream to even out skin tone,single_property,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,"{""relevance"": 3, ""justification"": ""The product is a CC cream that color corrects redness, dullness, and sallowness to even skin tone with moderate coverage and a natural finish. No query-relevant contradiction exists.""}",3,"The product is a CC cream that color corrects redness, dullness, and sallowness to even skin tone with moderate coverage and a natural finish. No query-relevant contradiction exists.",ok
30,P1175,Gentle cleansing balm suitable for sensitive skin,multiple_requirements,Travel Size Pro-Collagen Cleansing Balm,"{""relevance"": 1, ""justification"": ""The product is suitable for sensitive skin and removes makeup effectively, but contradicts the query by having a strong scent and causing irritation in cons, directly contradicting 'gentle' for sensitive skin.""}",1,"The product is suitable for sensitive skin and removes makeup effectively, but contradicts the query by having a strong scent and causing irritation in cons, directly contradicting 'gentle' for sensitive skin.",ok
13,P1076,Full-coverage foundation,single_property,Studio Skin 24 Hour Full Coverage Waterproof Foundation,"{""relevance"": 3, ""justification"": ""The product is a full-coverage waterproof foundation with a matte finish, explicitly supporting the query's core requirements. No query-relevant contradiction exists in the evidence.""}",3,"The product is a full-coverage waterproof foundation with a matte finish, explicitly supporting the query's core requirements. No query-relevant contradiction exists in the evidence.",ok
35,P0154,Contouring product that does not become patchy or fade quickly,problem_or_negative_constraint,Bronze & Highlight Powder Contour Kit,"{""relevance"": 2, ""justification"": ""The product is a contouring powder with buildable coverage and blendability, supporting the core need. However, cons mention 'difficult to blend' and 'shade/color mismatch', contradicting the requirement to avoid patchiness or quick fading.""}",2,"The product is a contouring powder with buildable coverage and blendability, supporting the core need. However, cons mention 'difficult to blend' and 'shade/color mismatch', contradicting the requirement to avoid patchiness or quick fading.",ok
5,P1215,Liquid blush,single_property,Ultralight Liquid Blush,"{""relevance"": 3, ""justification"": ""The product is a liquid blush as queried, with explicit evidence of gel-based, easy-to-apply liquid formula and intended use on cheeks. No contradiction exists in function, form, or use case.""}",3,"The product is a liquid blush as queried, with explicit evidence of gel-based, easy-to-apply liquid formula and intended use on cheeks. No contradiction exists in function, form, or use case.",ok
44,P0573,Tinted moisturizer with a natural finish that lasts through a day of hiking,multiple_requirements,Kind Tint Tinted Serum,"{""relevance"": 1, ""justification"": ""The product has a natural, dewy finish and lasts through the day, supporting the core need. However, cons explicitly state poor longevity and creasing, contradicting the requirement to last through a day of hiking.""}",1,"The product has a natural, dewy finish and lasts through the day, supporting the core need. However, cons explicitly state poor longevity and creasing, contradicting the requirement to last through a day of hiking.",ok
7,P1045,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Soft-Pressed Powder Blusher,"{""relevance"": 2, ""justification"": ""The product is a powder blush with a natural-looking, silky finish that blends well, supporting the request for no accentuation of skin texture. However, 'can cause breakouts' contradicts the implicit need for non-acnegenic, texture-neutral performance, creating uncertainty.""}",2,"The product is a powder blush with a natural-looking, silky finish that blends well, supporting the request for no accentuation of skin texture. However, 'can cause breakouts' contradicts the implicit need for non-acnegenic, texture-neutral performance, creating uncertainty.",ok
