query_id,logical_product_id,query_text,query_type,product_name,brand,category,description,pros,cons,best_uses
26,P0428,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,Glowing Cheeks Blush & Highlight Duo,Tarte,Highlighter,Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back 2 Steps to glowing cheeks on-the-go with this viral Glowing Cheeks Blush & Highlight Duo of tarte's liquid blush & highlight! Details Benefits Key Ingredients Includes Hybrid blush & glow kisses cheeks with dewy color Diamond powder reflects light for a soft-focus glow Porcelain flower brightens for a radiant finish Diamond complex brightens & restores luminosity Light-reflecting mineral pigments for a soft-focus finish Smooths & blurs for a bright & lifted look Shea butter: moisturizes & conditions Licorice root: brightens & color corrects look of skin Diamond powder: helps blur imperfections Porcelain flower: brightens & moisturizes Mineral pigments: soothe & soften skin's appearance Blush Tape Liquid Blush - Berry Glow Tape Highlighter - Bronze Glow How To Use Apply 2-3 dots of Blush Tape onto cheeks & 2-3 dots of Glow Tape along the high points of the cheeks. Blend upwards & outwards.,glowy/radiant finish,,
27,P0571,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Killawatt Freestyle Highlighter,FENTY BEAUTY by Rihanna,Highlighter,"The FENTY BEAUTY by Rihanna Killawatt Foil Freestyle Highlighter is a lightweight, longwear cream-powder hybrid highlighter that ranges from subtle dayglow to insanely supercharged in solos and expertly paired duos. Details Benefits Formulated Without Cream to powder formula that instantly melts into skin and blends with almost zero effort Ranges from subtle dayglow to insanely supercharged with shades that were designed for all skin tones Loaded with superfine shimmer for an ultra-smooth, creamy texture Longwear Phthalates Parabens How To Use","long-lasting wear, glowy/radiant finish, good value/affordable, natural-looking finish, strong pigmentation/color payoff, blends easily, flattering/good shade match","too shiny/glittery, shade/color mismatch or inaccurate photos","cheeks/blush, highlighting, alone instead of foundation, eyeshadow/eye looks"
43,P0505,Tinted moisturizer that doesn't clog pores or cause breakouts,problem_or_negative_constraint,Hydromaniac Tinted Moisturizer,Urban Decay Cosmetics,Tinted Moisturizer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Urban Decay Hydromaniac Tinted Moisturizer is a nourishing, longwear medium coverage dewy foundation infused with kombucha filtrate + marula oil for glowy skin. Details Benefits Key Ingredients Research Results A long-lasting tinted moisturizer infused with kombucha filtrate + marula oil for 30% more hydrated skin and a glowy finish. Buildable, medium coverage in between a tinted moisturizer and foundation. Looks like your real skin, with an added healthy glow that stays fresh and wears for up to 24 hours. Goes great with all skin types (even oily skin) and is non-comedogenic. Minimizes pores and imperfections with a smooth, blurring effect, while evening skin tone and texture. Paraben-free Vegan Cruelty-free Kombucha Filtrate: antioxidant-rich to brighten and detoxify, increasing skin's luminosity. Marula Oil: hydrates, protects, & seals in hydration. 100% of users* had improved skin hydration after 24 hours. In a 7-day consumer study** 85% said skin looks glowing & fresh all day. *Based on instrumental skin test **Based on a 281-person study How To Use ++Use With:++","good/buildable coverage, glowy/radiant finish, long-lasting wear, natural-looking finish, flattering/good shade match, hydrating/non-drying, lightweight feel, blends easily, good value/affordable, smooth/creamy texture","heavy/thick feel, patchy/streaky finish, smudges/transfers/flakes, poor/insufficient coverage, cakey finish, can cause breakouts, difficult/messy application, drying/emphasizes dry patches, poor longevity, shade/color mismatch or inaccurate photos","dry skin, humid/hot weather, natural/light makeup looks, oily skin, cheeks/blush, covering blemishes/dark spots"
34,P0319,Cool-toned contour for fair skin,multiple_requirements,Double Take Freed Contour Stick,UOMA Beauty,Contouring,"Define and contour like a pro with the Double Take Contour Stick. UOMA's silicone-free formula effortlessly melts on contact, delivering high pigment and a natural-looking finish. This ultra-creamy formula gives you a soft velvet, matte complexion that lasts all day. Details Benefits Key","blends easily, flattering/good shade match, natural-looking finish",,"bronzing/contouring, fair/light skin tones"
34,P0785,Cool-toned contour for fair skin,multiple_requirements,Petite PRO Contour Palette,LORAC,Contouring,"Create a defined and sculpted complexion with the LORAC Petite PRO Contour Palette. The palettes were specially curated by professional make-up artists for an effortless and simple application. Details Benefits Key Ingredients The three shades work harmoniously together to achieve a naturally-chiseled look Each trio includes two shades designed specifically to sharpen the hollows of the cheeks, hairline, nose, and jawline, while the matte highlight brightens A contour shade (warms and adds depth), a sculpt shade (further adds dimension to the angles of the face), and a highlight shade (brightens the high planes of the face) Formulated with photo-luminescent technology to capture, diffuse and soften Surrounding light, these pigments work together to smooth out features for a complexion that appears younger and flawlessly sculpted Travel-friendly, lightweight palette fits easily inside any makeup bag or purse, making it easy to do touchups on the go Fragrance-free, paraben-free, gluten-free, mineral oil-free and certified asbestos free talc The buttery-soft, seamlessly blendable formula contains Marshmallow Root Cucumber and Parsley Extract to soothe, nurture and comfort the skin How To Use Using an angled brush, apply the contour shades along the hollows of the cheeks and blend up, then the hairline while blending towards the hair, next along the sides of the nose while softly blending down and lastly along the jawline while blending down towards the neck. Then apply the highlighter to the center of the forehead, brow bone, down the bridge of the nose and the center of the chin. Blend the shades as needed to create a perfectly sculpted finish. PRO TIP: Apply the highlight shade lightly along the outer bottom hollows of the cheek and blend it down towards the jawline for an ultra-chiseled complexion.","flattering/good shade match, blends easily, long-lasting wear, natural-looking finish, smooth/creamy texture, strong pigmentation/color payoff","packaging/applicator problems, patchy/streaky finish, poor longevity, too expensive/poor value","bronzing/contouring, eyeshadow/eye looks, cheeks/blush, travel/on-the-go touch-ups"
23,P1136,Cream bronzer that does not look muddy on fair skin,problem_or_negative_constraint,Tinted Moisturizer Cream Bronzer,Laura Mercier,Bronzer,"Laura Mercier's Tinted Moisturizer Cream Bronzer has all the benefits of a tinted moisturizer for the perfect sun kissed glow and 12 hours of hydration. The next generation of the beloved Tinted Moisturizer family. Details Benefits Features Key Ingredients 12-hour hydration Uniquely tailored pearl blends for custom coverage in every shade Never streaky, orange or drying for mistake-proof application Ideal for all skin types & tones Non-comedogenic Cream bronzer with all the benefits of tinted moisturizer, gives skin a completely natural, sun-kissed glow Infused with 6 individually tailored bronze pearl blends to bring natural warmth to every skin level & 12-hour hydration, so skin is healthy, even and smooth Prickly Pear contains a high content of water-binding compounds for ultimate skin hydration Fruit Seed Complex repairs & conditions dry skin How To Use Dispense a small amount onto the back of your hand and using fingers or a brush, apply to desired areas starting with cheekbones. Apply small amounts at a time, blending into skin before product sets for a lasting hydrated glow. Apply additional product to build coverage as desired. For a more targeted application and sculpted look, apply and blend with a crème cheek brush. For best results: Apply on hydrated skin, use after primer and/or tinted moisturizer, and use before any powder products. Pro-Tips: Mix with Tinted Moisturizer (sold separately) to adjust shades or add a bronzed glow Mix with Tinted Moisturizer Light Revealer (sold separately) to create an illuminated bronzed look Layer under Tinted Moisturizer Blush (sold separately) to create a 3D Blush effect","glowy/radiant finish, flattering/good shade match, natural-looking finish, blends easily, smooth/creamy texture, easy to apply/use, hydrating/non-drying, long-lasting wear",shade/color mismatch or inaccurate photos,"bronzing/contouring, natural/light makeup looks, travel/on-the-go touch-ups"
21,P1025,Matte bronzer,single_property,Skinfinish Sunstruck Matte Bronzer,MAC,Bronzer,"The MAC Skinfinish Sunstruck Matte Bronzer is a soft matte bronzing powder that adds warmth and depth, available in Artist-crafted, 10 color-true shades. Details Benefits Stays colour-true, 24 hours Sweat- and humidity-resistant Does not cause acne Dermatologist-tested For all skin types How To Use Apply onto face or body with a 143S Bronzer Fan Brush for natural-looking warmth and sun-kissed colour. Blend or build to desired coverage and look","flattering/good shade match, glowy/radiant finish, smooth/creamy texture, long-lasting wear, blends easily, matte finish/oil control, natural-looking finish, strong pigmentation/color payoff, easy to apply/use","strong/unpleasant scent, cakey finish, heavy/thick feel, poor longevity","bronzing/contouring, everyday wear, humid/hot weather, deep/dark skin tones, fair/light skin tones"
36,P0966,Contour for dark skin tones,single_property,Sculpt Tape Contour,Tarte,Contouring,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back tarte's Sculpt Tape Contour is like an instant face lift in a tube! Details Benefits Features Key Ingredients Contour like a pro with this goofproof sculptor Hello cheekbones! Creates instant definition for the look of a more defined face & high cheekbones Dot & blend along the areas you want to contour like hollows of cheeks, sides of forehead, jawline & nose Cushion tip for no-mess, precision application Blend with sculpt tape brush to diffuse Designed to instantly sculpt Remember to twist & lock after each use! Vegan & cruelty-free Vegan Dermatologist tested For all skin types Shea butter: moisturizes & conditions Licorice root: brightens & color corrects look of skin Diamond powder: helps blur imperfections Porcelain flower: brightens & moisturizes Mineral pigments: soothe & soften skin's appearance How To Use Twist to unlock & squeeze product into applicator tip. Twist to lock after use. Sculpted cheeks: dot under cheekbones. Blend up towards hairline. Sculpted nose: draw thin line down each side of bridge of nose. Connect with a line over the tip. Buff up & down the nose. Sculpted jawline & chin: draw a line down the bottom of jawline. Blend outward away from your face. Sculpted forehead: dot along hairline & buff upward.","blends easily, natural-looking finish, smooth/creamy texture, long-lasting wear, strong pigmentation/color payoff, flattering/good shade match, glowy/radiant finish","heavy/thick feel, packaging/applicator problems, poor longevity, too expensive/poor value","bronzing/contouring, cheeks/blush"
40,P0179,Product for covering rosacea,problem_or_negative_constraint,Bye Bye Redness Neutralizing Color-Correcting Concealer Cream,IT Cosmetics,Color Correcting,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Bye Bye Redness Neutralizing Color-Correcting Cream is a full-coverage color corrector and hydrating cream that conceals the appearance of red skin. Details Benefits Key Ingredients Full-coverage concealer and color corrector for red-toned skin discolorations including rosacea, broken capillaries, blemishes, skin irritations, sun damage, scars, age spots, hyperpigmentation and more Gentle, cream formula calms and visibly minimizes the appearance of red skin Apply to bare skin or layer with foundation, concealer and face makeup for a more flawless look Suitable for all skin types, especially sensitive skin #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) Pairs perfectly with IT Brushes for ULTA Velvet Luxe LBD Foundation Brush #302. Anti-Aging Peptides Colloidal Oatmeal Collagen Aloe Avocado How To Use Apply to clean, moisturized skin. Blend with your favorite IT Cosmetics brush for flawless color-correcting coverage. Wear alone or under makeup.","long-lasting wear, flattering/good shade match, natural-looking finish, good value/affordable, good/buildable coverage, hydrating/non-drying, smooth/creamy texture","heavy/thick feel, cakey finish, difficult/messy application, drying/emphasizes dry patches, oxidizes/changes color, patchy/streaky finish","covering redness, under-eye dark circles/brightening, covering blemishes/dark spots, deep/dark skin tones, everyday wear, lips/lip color, natural/light makeup looks, setting makeup"
5,P0069,Liquid blush,single_property,Baby Got Blush Liquid Blush,Essence,Blush,"Conscious Beauty at Ulta BeautyTM Cruelty Free Give Back Essence Baby Got Blush Liquid Blush brings radiant cheek color. Easy application with a soft sponge. A must-have, adaptable blush for your preferred style, applied with a brush, beauty blender, or fingertips. Details Features Formulated Without Liquid blush formula for a natural result. Easily blendable and buildable liquid formula Soft sponge applicator. Animal by-product. Microplastic particle. Parabens. Gluten. Lactose. Oil. How To Use Twist to open applicator. After applying the desired amount of product, blend with your fingers, or one of your favorite essence brushes. Always close the applicator by twisting, to prevent dryout.","convenient packaging/applicator, glowy/radiant finish, natural-looking finish, strong pigmentation/color payoff",shade/color mismatch or inaccurate photos,"cheeks/blush, lips/lip color"
19,P0752,Concealer that does not crease,problem_or_negative_constraint,Nothing To See Soft Matte Creamy Concealer,WYN BEAUTY,Concealer,"Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Give Back WYN BEAUTY Nothing To See Soft Matte Creamy Concealer provides buildable, medium coverage with a soft-matte finish in 20 shades. The cream-to-powder longwear formula blends seamlessly, while the Truly Unstoppable HydraComplex delivers up to 72 hours of hydration. Details Benefits Features Research Results Instantly brightens and covers under eyes, dark spots, and blemishes Truly Unstoppable HydraComplex for up to 72hr hydration Botanical complex helps improve skin's texture over time Blendable cream-to-powder formula creates a soft-focus effect that feels lightweight and silky all day Longwear Vegan Cruelty Free Safe for Sensitive Skin, Dermatologically Tested Free of Parabens, Mineral Oil, Talc 95% Agree product covered blemishes, dark circles, and imperfections* *20 subject panel How To Use Dot under eyes, or anywhere you want extra coverage, and tap until blended.","smooth/creamy texture, matte finish/oil control, flattering/good shade match, good/buildable coverage, long-lasting wear, natural-looking finish, blends easily, convenient packaging/applicator, good value/affordable, lightweight feel","drying/emphasizes dry patches, creases/settles into lines, cakey finish, heavy/thick feel, shade/color mismatch or inaccurate photos, causes irritation/burning, difficult to blend","covering blemishes/dark spots, everyday wear, natural/light makeup looks, under-eye dark circles/brightening, alone instead of foundation, bronzing/contouring, cheeks/blush, eyeshadow/eye looks"
14,P0376,Liquid foundation with a matte finish for oily skin,multiple_requirements,Fit Me Matte + Poreless Liquid Foundation,Maybelline,Foundation,"Conscious Beauty at Ulta BeautyTM Give Back Maybelline Fit Me Matte + Poreless Foundation goes beyond skin tone matching to fit the unique texture issues of normal to oily skin. Lightweight. Oil-free. Details Benefits Features Provides oil-free, medium coverage with a natural matte and poreless-looking finish Ultra-breathable and lightweight, it absorbs oil, controls shine and won't clog pores Created in many shades so you can always find your perfect fit with 12 hour lasting wear Formulated with clay for normal to oily skin Fragrance-free Non-comedogenic Dermatologist tested and allergy-tested How To Use Apply foundation onto skin and blend with fingertips or an applicator. Precautions: Flammable until dry. Do not use near fire, flame, or heat.","good value/affordable, good/buildable coverage, long-lasting wear, matte finish/oil control, blends easily, glowy/radiant finish","cakey finish, can cause breakouts","combination skin, everyday wear"
35,P0180,Contouring product that does not become patchy or fade quickly,problem_or_negative_constraint,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,IT Cosmetics,Concealer,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer is a 24H waterproof, full coverage concealer for dark circles and under eye bags. Details Benefits Features Key Ingredients Developed with plastic surgeons, IT Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer is your #1 best-selling* under-eye concealer for dark circles, dark spots and more. It provides flawless full coverage for up to 24 hours! *#1 concealer formula for IT Cosmetics brand in the US. Highly pigmented, full coverage concealer covers everything without creasing or cracking Cream concealer infused with proprietary Expression Proof Technology, peptides, antioxidants, hydrolyzed collagen, hyaluronic acid and vitamins Improves the appearance of wrinkles and effectively conceals the look of skin imperfections including dark circles, under eye bags, skin redness, hyperpigmentation, broken capillaries, age spots and other types of skin discoloration Longwear concealer - up to 24 hours of coverage Humidity-proof & waterproof Suitable for all skin types, even sensitive skin #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) 93% say product provides full coverage** 86% say product corrects the look of imperfections** **Results observed in a consumer study Collagen: Skin-firming protein that supports skin elasticity for a youthfully smooth appearance Hyaluronic Acid: Attracts moisture, boosts elasticity and plumps the look of fine lines and wrinkles Peptides: Help reduce the appearance of wrinkles for smoother, firmer skin How To Use Warm a pinhead-size amount with your fingers and tap onto skin. Can also be worn as a foundation.","good/buildable coverage, flattering/good shade match, good value/affordable, long-lasting wear, resists smudging/transfer, does not emphasize lines/wrinkles, easy to apply/use, gentle/non-irritating, glowy/radiant finish, hydrating/non-drying","creases/settles into lines, heavy/thick feel, cakey finish, drying/emphasizes dry patches, oxidizes/changes color, too expensive/poor value, too shiny/glittery","under-eye dark circles/brightening, setting makeup, alone instead of foundation, everyday wear"
40,P0633,Product for covering rosacea,problem_or_negative_constraint,Magic Skin Beautifier BB Cream Anti-Redness,L'Oréal,BB & CC Creams,"L'Oréal's Magic Skin Beautifier BB Cream Anti-Redness transforms to a universal shade to reduce the look of redness. Details Benefits Features This multi-tasking skin beautifier delivers 4 beautifying actions in 1 Neutralizes, hydrates, corrects, and perfects Neutralizes the look of redness to help provide flawless coverage Transforms to your perfect shade for flawless bare skin finish Formulated with Beautifying Beads - encapsulated, color-transforming pigments that counteract redness","natural-looking finish, hydrating/non-drying, smooth/creamy texture, gentle/non-irritating, good/buildable coverage, long-lasting wear","heavy/thick feel, cakey finish, can cause breakouts, oxidizes/changes color, poor longevity, smudges/transfers/flakes","everyday wear, covering blemishes/dark spots, covering redness, dry skin, fair/light skin tones, humid/hot weather, medium/olive skin tones, natural/light makeup looks, rosacea/redness-prone skin, sensitive skin"
26,P0575,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,LA BASE ILLUMINATRICE Glowing Makeup Primer,CHANEL,Face Primer,"A primer that preps for foundation application and provides instant radiance. Skin has a lit-from-within glow and is ready for makeup, which stays fresh for up to 12 hours*. *Clinical evaluation of 22 women over a 12-hour period. Details Features LA BASE ILLUMINATRICE features a Hydra Protect Complex that combines hydration and protection. Infused with hyaluronic acid, the formula immediately and visibly plumps skin and keeps it moisturized throughout the day. Enriched with blue micro-algae, which is known for antioxidant benefits, and red algae, it also helps protect the complexion. Subtle light-reflecting pearlescent particles and blurring powders even out skin texture, smooth the look of fine lines and reduce the appearance of imperfections. How To Use Use fingertips or face brush to smooth over the entire face as a base for foundation.",glowy/radiant finish,heavy/thick feel,
26,P0959,Champagne powder highlighter with a blinding glow for evening makeup,multiple_requirements,Roseglow Highlighting Powder,Laura Mercier,Highlighter,"Laura Mercier's limited-edition rosy neutral Roseglow Highlighting Powder self-adjusts to your complexion, matching all skin tones. It perfectly balances cool and warm tones in the contours of the face to bring life and light to your makeup, while adding more dimension to the face. Details Benefits Finely-milled, light reflecting pearls bring a subtle, natural dewy look to add life to all skin tones Self-adjusting, demi-transparent micas blend easily into the skin Leaves skin rosy, gold & completely illuminated How To Use For a barely-there glow and light veil of coverage, dust the highlighting powder onto the skin using a brush. To intensify your coverage and perfect your finish, buff powder into the skin.","glowy/radiant finish, natural-looking finish, smooth/creamy texture, easy to apply/use, gentle/non-irritating, blends easily, does not emphasize lines/wrinkles, flattering/good shade match","too shiny/glittery, creases/settles into lines","highlighting, cheeks/blush, eyeshadow/eye looks, bronzing/contouring, deep/dark skin tones, everyday wear, long-wear events, professional/MUA kit"
7,P0748,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,No Makeup Blush,Perricone MD,Blush,Perricone MD No Makeup Blush tints cheeks with a natural-looking flush of color as it visibly evens & brightens skin tone over time. Details Benefits Key,"blends easily, convenient packaging/applicator, flattering/good shade match, natural-looking finish, smooth/creamy texture","causes irritation/burning, packaging/applicator problems, shade/color mismatch or inaccurate photos, difficult to blend, drying/emphasizes dry patches","cheeks/blush, natural/light makeup looks, everyday wear, humid/hot weather"
12,P0110,Something to stop my makeup from looking patchy,problem_or_negative_constraint,Blurring Putty Primer - Poreless,L.A. Girl,Face Primer,"This revolutionary L.A. Girl Blurring Putty Primer is designed to create the perfect base for your makeup, blurring imperfections and ensuring your look stays impeccable all day long. Say goodbye and minimize fine lines and pores. Achieve that professional, long-lasting makeup look with ease. Details Features Smooth velvety texture glides over skin seamlessly Holds on to makeup for all-day wear","glowy/radiant finish, hydrating/non-drying",,
27,P0299,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Demi'Glow Light-Diffusing Highlighter,FENTY BEAUTY by Rihanna,Highlighter,"Fenty's Demi'Glow is a skin tone-based highlighter with a silky-soft feel infused with superfine pearls designed to give a lowkey glow for every tone. The range of natural-looking shades lay down a seamless gleam to deliver radiance just right. The superfine pearls are delicate, handle with care. Details Benefits A lineup of skin tone-based shimmer shades Delivers a natural-looking, radiant shimmer finish Silky-soft, baked formula infused with superfine pearls Feels lightweight and blends into skin without disturbing makeup Longwear, transfer-proof + waterproof Resists sweat + humidity Infused with Butterfly Lavender Extract to help improve the appearance of fine lines Limited Edition How To Use","glowy/radiant finish, flattering/good shade match, blends easily, good value/affordable, natural-looking finish",too shiny/glittery,"highlighting, cheeks/blush, deep/dark skin tones, fair/light skin tones, mature skin"
40,P0288,Product for covering rosacea,problem_or_negative_constraint,Cover Care Full Coverage Concealer,Dermablend,Concealer,"Dermablend Cover Care Full Coverage Concealer provides one-coat coverage for up to 24 hour wear with 24 hour hydration. Waterproof & transfer-resistant. Details Benefits Formulated Without A little goes a long way as one coat provides full coverage, long-lasting wear for up to 24 hours with a natural matte finish Effectively covers dark circles under eyes, discoloration, blemishes, acne scars, and dark spots Under eye concealer formulated with vegetable glycerin for 24 hour hydration Soft matte finish stays supple and breathable on skin Creamy, lightweight formula is waterproof and transfer-resistant so it won't transfer onto other materials Alcohol-free, hydrating concealer ideal for sensitive skin #1 dermatologist recommended coverage brand Skin Security Standards: Dermatologist tested for safety, non-comedogenic, sensitive skin tested, allergy tested, and PETA certified Fragrance Triclosan Phthalates Sodium lauryl sulfate Parabens Alcohol Animal derived ingredients How To Use Dot on concealer with wand. Blend: Tap with finger, brush, or sponge to blend concealer into skin. Pro Tip: Use a shade or two lighter than your skin tone for a highlighting effects.","long-lasting wear, smooth/creamy texture, blends easily, flattering/good shade match, good value/affordable, resists smudging/transfer","can cause breakouts, shade/color mismatch or inaccurate photos","cheeks/blush, covering blemishes/dark spots"
1,P0876,Hydrating face primer,single_property,PRIME TIME Hydrate & Glow Primer,bareMinerals,Face Primer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back bareMinerals PRIME TIME Hydrate & Glow Primer is an ultra-light, serum primer that plumps skin's hydration, boosts glow, and evens skin tone with mineral pigments for a soft-radiant finish. Details Benefits Key Ingredients Formulated Without Preps skin for makeup Boosts skin's glow and evens tone with mineral pigments* Provides a soft-radiant finish* Plumps skin’s hydration levels overtime* *Based on average results from an Independent U.S. clinical study of 36 people Apple Extract: Naturally-derived humectant smooths and plumps skin Luminous Micas: Instantly brightens skin and imparts a healthy glow that flatters all skin tones Gluten, PEGs, parabens, formaldehyde, SLS, synthetic fragrance, tree nuts and more How To Use Apply a small amount to your entire face after skincare and allow primer to dry before foundation.","glowy/radiant finish, hydrating/non-drying, easy to apply/use, smooth/creamy texture","can cause breakouts, causes irritation/burning, heavy/thick feel, smudges/transfers/flakes, too shiny/glittery","alone instead of foundation, long-wear events"
34,P0975,Cool-toned contour for fair skin,multiple_requirements,Shape Tape Corrector,Tarte,Color Correcting,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back tarte's shape tape corrector is like waving a magic wand to erase the appearance of dark spots, redness, discoloration & more! Details Benefits Features Shades Creamy correctors with plumping hyaluronic acid Long-lasting, full-coverage formula won't crease Magically cancels blemishes, dark spots, discoloration, redness, dark undereye circles & more Nourishing mango & shea butters smooth Ultra-blendable & layers seamlessly with shape tape concealer for a flawless finish Vegan & cruelty-free 100% said it feels hydrating & comfortable on my skin* 100% said it doesn't look cakey or crease on my skin* 97% said it worked seamlessly with my concealer* 97% said it made my skin look smoother* 97% said it didn’t settle into my fine lines* *based on a consumer panel of 30 subjects Choose your corrector Lavender: Brightens & diffuses appearance of yellow tones & sallowness. Ideal for fair to light skin tones. Pink: Brightens the look of dark spots & offsets dullness. Ideal for fair to light skin tones. Green: Neutralizes & diffuses appearance of redness, hyperpigmentation & blemishes. Ideal for fair to tan skin tones. Peach: Neutralizes the look of dark undereyes & discoloration. Ideal for light to medium skin tones. Orange: Neutralizes the look of dark undereyes & discoloration. Ideal for medium to deep skin tones. Red: Neutralizes the look of dark undereyes & discoloration. Ideal for rich to espresso skin tones Yellow: Brightens appearance to offset the look of dullness & neutralizes appearance of mild redness. Ideal for light to medium tones. Blue: Neutralizes & diffuses appearance of orange & yellow tones in the skin. Ideal for tan to deep skin tones. White: Add brightness to certain areas of the face, mixed to customize your perfect complexion shade. Can also be used as a bright base for layering. Black: Use to add depth or contour to the face. How To Use Swipe directly onto the area of concern & blend with your fingers, sponge or brush. Top off with shape tape concealer for a smooth, flawless finish.","blends easily, flattering/good shade match, glowy/radiant finish, good/buildable coverage, lightweight feel, long-lasting wear","cakey finish, heavy/thick feel, shade/color mismatch or inaccurate photos, too expensive/poor value","under-eye dark circles/brightening, covering blemishes/dark spots, covering redness, everyday wear, fair/light skin tones, medium/olive skin tones, sensitive skin"
41,P0916,Tinted moisturizer with SPF,single_property,Pure Radiant Tinted Moisturizer SPF 30,NARS,Tinted Moisturizer,"NARS Pure Radiant Tinted Moisturizer is a lightweight tinted moisturizer that hydrates and smooths skin, with brightening Vitamin C and protective SPF 30. Details Benefits Features Key Ingredients Advanced formula protects with broad-spectrum SPF 30 and provides a translucent veil of color Breakthrough Innovation: 90% felt the product gave a healthy glow* 90% felt the product left skin feeling soft* 90% felt that after applying the product, their skin felt comfortable* 87% felt the product was lightweight on skin* 87% felt the product gave a more even-toned complexion* 84% saw their skin being more radiant and luminous* 84% felt their dark spots became less visible on bare skin* 81% saw the product smoothing out the surface of the skin* 81% felt instant hydration* *Based on an independent U.S. consumer study after 4 weeks, on 31 participants Sheer, buildable coverage Radiant, natural finish Oil-free Paraben-free Synthetic fragrance free Broad Spectrum SPF 30 Kopara, naturally derived polysaccharide extracts from French Polynesia, help to hydrate, condition, and refine the look of skin for a softer, smoother complexion Vitamin C derivative - rich in antioxidants - helps to protect against environmental aggressors and even out skin tone for a brighter looking complexion How To Use Dispense small amount of product. Warm with fingertips. Press and blend onto skin. Build to desired coverage","good/buildable coverage, blends easily, flattering/good shade match, glowy/radiant finish, long-lasting wear, natural-looking finish, does not emphasize lines/wrinkles, easy to apply/use, hydrating/non-drying","cakey finish, heavy/thick feel, creases/settles into lines, oxidizes/changes color, smudges/transfers/flakes, patchy/streaky finish, shade/color mismatch or inaccurate photos, too expensive/poor value","dry skin, everyday wear, cheeks/blush, fair/light skin tones, mature skin, natural/light makeup looks"
32,P0955,I need a makeup remover for everyday use,broad_or_underspecified,Rinse-Off Eye Makeup Remover Solvent,Clinique,Makeup Remover,"Clinique Rinse-Off Eye Makeup Remover Solvent quickly removes eye makeup, from lashes to brows. Allows for easy makeup touch-ups. Details Benefits Formulated Without Fast-acting eye makeup remover is perfect for quick makeup changes, touchups, repairs. Cleans eye area easily without disturbing other makeup. No rubbing necessary. Blur-free, sting-free. Dermatologist and ophthalmologist tested. Allergy tested. Parabens Phthalates Oil Denatured alcohol Synthetic colors SLS SLES Sulfates Gluten Fragrance How To Use Moisten cotton ball with Rinse-Off Eye Makeup Remover Solvent or use a cotton swab for spot work. Sweep over eye makeup. Tissue off or rinse with water. Follow with Clinique Take the Day Off Cleansing Balm Makeup Remover.","removes makeup effectively, gentle/non-irritating, resists smudging/transfer, removes waterproof makeup, hydrating/non-drying, long-lasting wear, smooth/creamy texture","causes irritation/burning, does not remove makeup effectively, heavy/thick feel, oily residue","removing eye makeup, removing waterproof makeup, mature skin, sensitive eyes, under-eye dark circles/brightening"
16,P0076,Products for olive skin tone,broad_or_underspecified,Banana Bright Illuminating Face Primer with Vitamin C,OLEHENRIKSEN,Face Primer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back OLEHENRIKSEN Banana Bright Illuminating Face Primer with Vitamin C is a vitamin C-infused, illuminating face primer with banana powder-inspired pigments that delivers instant radiance while improving and extending makeup wear. Details Key Ingredients Research Results Vitamin C: helps target visible signs of aging Banana Powder-inspired Pigments: instantly illuminate Vitamin E: an antioxidant that helps nourish and condition skin; also helps stabilize the vitamin C in the formula In an independent consumer study on 35 women, immediately after application: 97% of users agree it instantly brightens dull skin 94% of users agree it preps skin for makeup application 91% of users agree it blurs and smooths skin 91% of users agree it blurs the appearance of pores 91% of users agree it provides a smooth base for foundation application How To Use Can be worn alone, under makeup, or dabbed on top of makeup as a highlight.","glowy/radiant finish, hydrating/non-drying, smooth/creamy texture, blends easily, lightweight feel",causes irritation/burning,"alone instead of foundation, everyday wear, natural/light makeup looks, under foundation/makeup"
